title,id,date,bucket,confidence,num_assets,file
SEM Interview Questions,67d5372f-0520-800f-9c20-b01c718bc1d8,2025-03-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/SEM_Interview_Questions__67d5372f.md
Digital Marketing Guide,67d83776-90e4-800f-bc30-9cd10234fc55,2025-03-17,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Guide__67d83776.md
Why Women Don't Care,67dbb395-609c-800f-9fa3-ce3b16fdda76,2025-03-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Why_Women_Dont_Care__67dbb395.md
Digital Marketing Courses Lucknow,67dc2d50-3238-800f-83c3-dbf3f104581b,2025-03-20,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Courses_Lucknow__67dc2d50.md
Indian Languages List,67e269e4-d3ec-800f-b432-9edd5c7d201a,2025-03-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Indian_Languages_List__67e269e4.md
Modeling Career in India,67e2971c-d55c-800f-91eb-ba63b60ac36e,2025-03-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Modeling_Career_in_India__67e2971c.md
Digital Marketing Course Variations,67e4f6c6-904c-800f-a8f6-ad9f13934a85,2025-03-27,Nivy Next (Digital Marketing & AI),7,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Course_Variations__67e4f6c6.md
List of Popular SaaS,67e508fe-7ad0-800f-9f3c-76a21e74035b,2025-03-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/List_of_Popular_SaaS__67e508fe.md
Digital Marketing Budget Allocation,67e8feb1-6e18-800f-a28a-43dfc43b802c,2025-03-30,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Budget_Allocation__67e8feb1.md
Reel Contest Promotion Tips,6802147a-7eb8-800f-afa6-3f155ee4580f,2025-04-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Reel_Contest_Promotion_Tips__6802147a.md
Conversation Summary Request,6802e495-52ac-800f-8d2e-11a7e9d39ff0,2025-04-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Conversation_Summary_Request__6802e495.md
Digital Marketing Quiz,68036217-b928-800f-9d0e-481d3b4c22fd,2025-04-19,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Quiz__68036217.md
Fairness in Love and War,6804feab-5410-800f-8ea7-8c930e78f836,2025-04-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Fairness_in_Love_and_War__6804feab.md
Digital Marketing Internship JD,680a521d-d9bc-800f-a119-a3d8c91b2329,2025-04-24,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Internship_JD__680a521d.md
CA Digital Marketing Goals,680a67bb-7990-800f-a58c-d1986b88276f,2025-04-24,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/CA_Digital_Marketing_Goals__680a67bb.md
Conversation Summary,680ab59e-7960-800f-8a64-5aa615117d9a,2025-04-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Conversation_Summary__680ab59e.md
Job Description Format,680ba082-3114-800f-855a-0ac4e090c12d,2025-04-25,Nivy Jobs,5,0,Nivy_Jobs/Job_Description_Format__680ba082.md
Labour Laws in India,680bd5d8-46c0-800f-a4f5-a4f5e4af07bd,2025-04-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Labour_Laws_in_India__680bd5d8.md
Awareness Campaign KPIs,680bdaed-9320-800f-9a1c-45a3f2298d04,2025-04-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Awareness_Campaign_KPIs__680bdaed.md
Funny Job Ads,680be793-8cf0-800f-bf40-ae23564bde88,2025-04-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Funny_Job_Ads__680be793.md
मजेदार जॉब पोर्टल विचार,680c8757-ba44-800f-88b8-4bc25cdd1c43,2025-04-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/मजदर_जब_परटल_वचर__680c8757.md
Remove Leading Zeros,680d02d9-2cc8-800f-9f56-e03b6934f731,2025-04-26,Miscellaneous & Uncategorized,0,1,Miscellaneous_Uncategorized/Remove_Leading_Zeros__680d02d9.md
Director Description Request,680e8c29-0a58-800f-b6ba-3a72372641b0,2025-04-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Director_Description_Request__680e8c29.md
Offer Letter Format,680f996e-4288-800f-947d-e50e66242f24,2025-04-28,Shared - Company-Wide Systems,5,0,Shared_-_Company-Wide_Systems/Offer_Letter_Format__680f996e.md
Backlink Creation Guide,681378e4-ab7c-800f-97be-a65d05643de7,2025-05-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Backlink_Creation_Guide__681378e4.md
Debit and Credit Rules,681605fe-d714-800f-a38d-cc38a529fe8a,2025-05-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Debit_and_Credit_Rules__681605fe.md
Real Account Rule,68160746-2950-800f-bf60-1a50ccd9c75d,2025-05-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Real_Account_Rule__68160746.md
Social Media Marketing Summary,681bb8c4-1544-800f-ab70-7cab07bd40bb,2025-05-07,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Social_Media_Marketing_Summary__681bb8c4.md
Social Media Service Summary,681bc363-fb7c-800f-8a28-b5587897bd83,2025-05-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_Media_Service_Summary__681bc363.md
Accounting MCQs,681e1bfa-1494-800f-9275-2de0541b1b2e,2025-05-09,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/Accounting_MCQs__681e1bfa.md
Sales Job Description,68331929-70b8-800f-af65-2b3985174663,2025-05-25,Nivy Jobs,5,0,Nivy_Jobs/Sales_Job_Description__68331929.md
Digital Marketing Plan,6834940e-fc30-800f-97a8-34f4172611cf,2025-05-26,Nivy Next (Digital Marketing & AI),10,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Plan__6834940e.md
Funny Tax Ad Script,68355d82-de04-800f-b6f2-a79215742ed9,2025-05-27,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/Funny_Tax_Ad_Script__68355d82.md
Digital Marketing Internship JD,68369697-75b4-800f-9bc2-45d07e732c08,2025-05-28,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Internship_JD__68369697.md
Website Design Description,683f13a0-8f5c-800f-b7af-173f2086e5ea,2025-06-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Website_Design_Description__683f13a0.md
Kings Company Name Ideas,684025ae-6798-800f-b4fd-d823457d8a24,2025-06-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Kings_Company_Name_Ideas__684025ae.md
Embroidery Business MOA,6845c2dd-4aec-800f-9f29-deab32722967,2025-06-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Embroidery_Business_MOA__6845c2dd.md
What Women Want Most,684de5fc-bfec-800f-b3fc-473c1a9982d8,2025-06-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/What_Women_Want_Most__684de5fc.md
Social Media Ads Bio,685275e8-b0f0-800f-890d-c752c1849a7d,2025-06-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_Media_Ads_Bio__685275e8.md
Freelancer Project Agreement,6854ea7c-a50c-800f-b4d3-27ba166db750,2025-06-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_Project_Agreement__6854ea7c.md
Email Sequence Creation,6859666b-2510-800f-a577-1c4d7edf37ec,2025-06-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_Sequence_Creation__6859666b.md
GST Filing Ad Copy,68653188-7cdc-800f-bf45-99402969ecca,2025-07-02,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/GST_Filing_Ad_Copy__68653188.md
P2P Cycle Overview,686b989e-0400-800f-918a-c7c420f13ba9,2025-07-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/P2P_Cycle_Overview__686b989e.md
GST Registration Ad Copy,6870b3db-a06c-800f-ac9a-157ea78a3ea3,2025-07-11,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/GST_Registration_Ad_Copy__6870b3db.md
Free Visiting Card Download,68752478-c910-800f-a7bd-e7b4fbd24696,2025-07-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Free_Visiting_Card_Download__68752478.md
Bulk Audience Outreach Tips,687564a6-d684-800f-a6b0-302efd777735,2025-07-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Bulk_Audience_Outreach_Tips__687564a6.md
Font matching suggestions,687a7b3e-ac04-800f-8b60-8744493d4200,2025-07-18,Miscellaneous & Uncategorized,0,1,Miscellaneous_Uncategorized/Font_matching_suggestions__687a7b3e.md
Girl Names USA UK AU,687aa2ee-b07c-800f-8c3d-82b9239ffdbf,2025-07-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Girl_Names_USA_UK_AU__687aa2ee.md
Add +91 Prefix,687b82eb-e128-800f-b669-27cc7bcfb2f5,2025-07-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Add_91_Prefix__687b82eb.md
Facebook Account Suspension Reasons,687be699-f700-800f-928a-1d1be651180d,2025-07-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Facebook_Account_Suspension_Reasons__687be699.md
Marketing and Sales KPIs,687d40f7-70c0-800f-9e59-739b3682f202,2025-07-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Marketing_and_Sales_KPIs__687d40f7.md
Adult app clarification,687d5dd7-6f60-800f-ba35-6971078d70dd,2025-07-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Adult_app_clarification__687d5dd7.md
Digital Marketing Education Partnership,6880e564-a2c4-800f-898b-9c753c9e17a4,2025-07-23,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Education_Partnership__6880e564.md
Social Media Training Program,688121e7-1bbc-800f-a4f7-5d3432fa2864,2025-07-23,Nivy Academy,7,0,Nivy_Academy/Social_Media_Training_Program__688121e7.md
Remove Leading Zeros,6881d079-c61c-800f-8251-c10f7698cc9f,2025-07-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Remove_Leading_Zeros__6881d079.md
Construction equipment reviews,688cc751-8124-800f-8457-7240df8ebb11,2025-08-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Construction_equipment_reviews__688cc751.md
Construction equipment testimonials,688cc787-60b0-800f-abb9-6adc981d8498,2025-08-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Construction_equipment_testimonials__688cc787.md
Phone number conversion,688e1e7a-f954-800f-a0a6-e4dbcbaeb1ea,2025-08-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Phone_number_conversion__688e1e7a.md
Training rules summary,68911c01-7ef8-800f-8a7d-2bb300d8e75e,2025-08-04,Nivy Academy,5,0,Nivy_Academy/Training_rules_summary__68911c01.md
SMM tasks list,68911e4b-34c4-800f-b814-48ce14d91892,2025-08-04,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/SMM_tasks_list__68911e4b.md
Add field in tasks,6896369b-1ae8-8320-be35-e182d6e3813c,2025-08-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Add_field_in_tasks__6896369b.md
Industries for digital marketing,6898c26d-1a20-8320-9323-0e14da5db06e,2025-08-10,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Industries_for_digital_marketing__6898c26d.md
Work timings policies,6898e837-5ba4-832f-9086-355abf601367,2025-08-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Work_timings_policies__6898e837.md
Format phone numbers,689a1623-52a4-832b-8301-f04a2dc3d3b3,2025-08-11,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Format_phone_numbers__689a1623.md
Cattr software features,689ae84e-fcf4-8332-bf07-7743a57d378b,2025-08-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Cattr_software_features__689ae84e.md
Employee activity tracking features,689b03da-3970-8327-a413-0451a97678c3,2025-08-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Employee_activity_tracking_features__689b03da.md
Free activity tracker extensions,689b1da9-f3d8-832b-b218-761bb6c46405,2025-08-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Free_activity_tracker_extensions__689b1da9.md
List of numbers,689b3522-11b4-8328-9369-a91f688ee251,2025-08-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/List_of_numbers__689b3522.md
Create SOP for Sales,689b52a4-98e4-8329-b00f-ab2cd3215fe3,2025-08-12,Shared - Company-Wide Systems,5,0,Shared_-_Company-Wide_Systems/Create_SOP_for_Sales__689b52a4.md
Digital marketing ads types,689b9974-3cb4-8328-9a7e-50b75c0e865a,2025-08-12,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_ads_types__689b9974.md
Digital marketing portfolio,689d0310-7d9c-8331-90c7-68402656c21d,2025-08-13,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_portfolio__689d0310.md
Clean phone numbers,689db06c-a064-832f-b14e-c28eaa86d8c8,2025-08-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Clean_phone_numbers__689db06c.md
Social media profile checklist,689dd0d4-b114-832f-b410-17ceba871758,2025-08-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_media_profile_checklist__689dd0d4.md
Professional program details,689f4207-3e10-8325-b5f2-6e956281d107,2025-08-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Professional_program_details__689f4207.md
SEO full plan template,689f90a7-fd34-832f-82f3-72c52a21b864,2025-08-15,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/SEO_full_plan_template__689f90a7.md
Social media marketing plan,689f921c-9b74-8320-84db-5a05e7229f8d,2025-08-15,Nivy Next (Digital Marketing & AI),10,0,Nivy_Next_Digital_Marketing_AI/Social_media_marketing_plan__689f921c.md
Email marketing plan,689f928b-756c-8328-bcb2-f2e705b7e6de,2025-08-15,Nivy Next (Digital Marketing & AI),7,0,Nivy_Next_Digital_Marketing_AI/Email_marketing_plan__689f928b.md
What freshers look for,68a08743-6dfc-8322-ab0d-8bf4af19c742,2025-08-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/What_freshers_look_for__68a08743.md
LinkedIn profile creation,68a620c3-c39c-8320-a4d0-722c6a85a7cc,2025-08-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/LinkedIn_profile_creation__68a620c3.md
What ChatGPT can do,68a62e95-b8f0-832a-96cb-a91c765eecdb,2025-08-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/What_ChatGPT_can_do__68a62e95.md
Love for girls meaning,68a9a49f-ea30-8326-9d6a-c884a38e9b9e,2025-08-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Love_for_girls_meaning__68a9a49f.md
Job description draft,68a9fef5-ff84-8327-a643-3a400d8f9ffb,2025-08-23,Nivy Jobs,5,0,Nivy_Jobs/Job_description_draft__68a9fef5.md
Odoo employee signup options,68aa2caa-a3b4-8321-90f3-1ef58d0a7709,2025-08-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Odoo_employee_signup_options__68aa2caa.md
BDE required skills,68adab81-d508-832e-ad1d-b560fac3a984,2025-08-26,Nivy Academy,5,0,Nivy_Academy/BDE_required_skills__68adab81.md
Add plus sign to numbers,68addf2b-8d14-8328-b8a4-712a9be73d4f,2025-08-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Add_plus_sign_to_numbers__68addf2b.md
Toggl app tracking features,68af156f-2d40-8332-9d1c-47d69b2040d5,2025-08-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Toggl_app_tracking_features__68af156f.md
Training progress tracker,68b05828-06ac-832d-aeb7-a160a79b0607,2025-08-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Training_progress_tracker__68b05828.md
Remote phone access options,68b071a5-a6c4-832a-beec-0dcd0928fb12,2025-08-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Remote_phone_access_options__68b071a5.md
Tutor LMS vs LearnPress,68b09a55-1f68-8327-98ef-448cfee411f1,2025-08-28,Nivy Academy,16,0,Nivy_Academy/Tutor_LMS_vs_LearnPress__68b09a55.md
Main topics list,68b1ade1-9d80-832b-b057-852f9327f57c,2025-08-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Main_topics_list__68b1ade1.md
Arrange subtasks in Bitrix,68b20600-e37c-8327-a294-2a89d8af738d,2025-08-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Arrange_subtasks_in_Bitrix__68b20600.md
Reduce hair loss tips,68b2165a-ec30-832c-a921-fac3f538d618,2025-08-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Reduce_hair_loss_tips__68b2165a.md
Piano lesson plan,68b39dc7-3474-8331-b174-56d17ea4e86e,2025-08-31,Nivy Academy,5,0,Nivy_Academy/Piano_lesson_plan__68b39dc7.md
Learning plan for fresher BDE,68b4546b-be58-8329-85c1-eab85501cc37,2025-08-31,Nivy Academy,5,0,Nivy_Academy/Learning_plan_for_fresher_BDE__68b4546b.md
Free time tracking tools,68b47bfd-2124-8333-8330-7b491105e283,2025-08-31,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Free_time_tracking_tools__68b47bfd.md
Recruitment and training SOP,68b58f72-caa8-8331-80d3-b5df05479c23,2025-09-01,Nivy Jobs,6,0,Nivy_Jobs/Recruitment_and_training_SOP__68b58f72.md
Company departments list,68b5d9f9-156c-832a-8775-26e494a3a9c5,2025-09-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_departments_list__68b5d9f9.md
Format phone numbers,68b5dbd2-2644-832a-b530-ca4692346068,2025-09-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Format_phone_numbers__68b5dbd2.md
Average marriage duration USA,68b600dc-4fc8-8322-8f9c-aa92d1537bb5,2025-09-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Average_marriage_duration_USA__68b600dc.md
Proof of heaven and hell,68b61650-2c94-8325-8bbe-59086bac4dab,2025-09-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Proof_of_heaven_and_hell__68b61650.md
Facebook carousel posts,68b6c0a7-e974-8325-840b-efcafce98f7f,2025-09-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Facebook_carousel_posts__68b6c0a7.md
Format phone numbers,68b7ee88-1b80-8322-9600-1b5df38b38e1,2025-09-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Format_phone_numbers__68b7ee88.md
Terms and conditions draft,68bb205e-f614-832e-b17c-1dcfe63734e0,2025-09-05,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Terms_and_conditions_draft__68bb205e.md
Offer letter creation,68bc41f6-d13c-8327-827d-f22d3d71cba4,2025-09-06,Shared - Company-Wide Systems,5,0,Shared_-_Company-Wide_Systems/Offer_letter_creation__68bc41f6.md
Setup MailerLite bulk email,68bc75f9-1d9c-8330-b1df-a81cafcbdf04,2025-09-06,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Setup_MailerLite_bulk_email__68bc75f9.md
Multiple partners and sex,68bc7bdb-4d3c-832e-9dc0-3e02da23d4fd,2025-09-06,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Multiple_partners_and_sex__68bc7bdb.md
Digital marketing target plan,68bd8c87-0980-8329-8a69-6ca720e58226,2025-09-07,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_target_plan__68bd8c87.md
Managing 2000 employees,68bddd29-18e8-832d-8a7e-d2550c24144d,2025-09-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Managing_2000_employees__68bddd29.md
Email comparison Outlook Gmail,68be542b-1b88-8322-b622-261d66e6076b,2025-09-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_comparison_Outlook_Gmail__68be542b.md
BDE work from home criteria,68be90ec-ff78-8327-adbd-af004a5fc6bf,2025-09-08,Nivy Academy,5,0,Nivy_Academy/BDE_work_from_home_criteria__68be90ec.md
Low-wage labor countries,68beab5b-cc78-8321-9cae-4e34341e4f24,2025-09-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Low-wage_labor_countries__68beab5b.md
Money and honesty,68bec492-cc7c-8322-94e0-18f77b4eaf73,2025-09-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Money_and_honesty__68bec492.md
Money and influence,68bec5f3-af60-832e-ab2b-5d94c30357fd,2025-09-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Money_and_influence__68bec5f3.md
Freshers prioritizing earning,68bf0783-2f78-832f-bb9c-9287d866c33d,2025-09-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freshers_prioritizing_earning__68bf0783.md
AI job replacement impact,68c10c7a-e87c-8332-878a-48824ba554d8,2025-09-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/AI_job_replacement_impact__68c10c7a.md
Morning fatigue causes,68c2790e-c440-8326-8783-84c5e511df58,2025-09-11,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Morning_fatigue_causes__68c2790e.md
Hiring sales and marketing MBAs,68c4827f-fa54-832e-986e-291534818e04,2025-09-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Hiring_sales_and_marketing_MBAs__68c4827f.md
Free vs Go comparison,68c5d42a-b2b8-8320-9af5-27633c17b624,2025-09-13,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Free_vs_Go_comparison__68c5d42a.md
Stomach pain in summer,68ccff23-5830-8325-856b-7110cf8644e0,2025-09-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Stomach_pain_in_summer__68ccff23.md
Complaint irctc,68cd280f-6bcc-8327-a90c-c8a68827ca2b,2025-09-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Complaint_irctc__68cd280f.md
Combine photos into one,68cdad0d-7f9c-832f-88f0-d46613ef39d0,2025-09-19,Miscellaneous & Uncategorized,0,3,Miscellaneous_Uncategorized/Combine_photos_into_one__68cdad0d.md
Find BTech colleges emails,68cfdc89-962c-8323-a8ac-1460a948bde6,2025-09-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Find_BTech_colleges_emails__68cfdc89.md
Create LinkedIn cover photo,68d001f4-2c5c-832d-839d-28a6a364a2d3,2025-09-21,Nivy Next (Digital Marketing & AI),4,1,Nivy_Next_Digital_Marketing_AI/Create_LinkedIn_cover_photo__68d001f4.md
Clean up transcript,68d5b2d5-2c00-8324-be67-bfd7b6f2ca91,2025-09-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Clean_up_transcript__68d5b2d5.md
Lead gen and closers setup,68dbcf2b-7788-8324-af1a-b68c03946cf7,2025-09-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lead_gen_and_closers_setup__68dbcf2b.md
Maut ke baare mein sawal,68e6b239-ccb4-8322-b2c3-a70c11dbd2e6,2025-10-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Maut_ke_baare_mein_sawal__68e6b239.md
Shopify eCommerce pricing guide,68e9dcf0-5f6c-8324-a389-3e5f37bfcee4,2025-10-11,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Shopify_eCommerce_pricing_guide__68e9dcf0.md
Digital marketing comparison,68eab4aa-4b1c-8321-b29d-847d96fc9973,2025-10-11,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_comparison__68eab4aa.md
Bacho ki behavior par guidance,68eb9426-54dc-8321-997e-c73e0dc48577,2025-10-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Bacho_ki_behavior_par_guidance__68eb9426.md
Nfs Hot Pursuit specs,68ebc758-e9d4-8324-bb10-193c3743fb6c,2025-10-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Nfs_Hot_Pursuit_specs__68ebc758.md
NGO mission message,68ebd708-1f44-8322-b809-85f0a64b2614,2025-10-12,Nivy Care Foundation (CSR),5,0,Nivy_Care_Foundation_CSR/NGO_mission_message__68ebd708.md
Governance risk quality assurance,68f12b1a-b124-8323-8ae8-f55bb9acb8ed,2025-10-16,Nivy Advisory (Tax & Accounting),4,0,Nivy_Advisory_Tax_Accounting/Governance_risk_quality_assurance__68f12b1a.md
Pre-diabetic gharelu upchar,68f23078-c304-8321-82f7-71258d0e0164,2025-10-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Pre-diabetic_gharelu_upchar__68f23078.md
Offer letter outline BDE,68f37a62-82e0-8322-a76e-87ee5d78bc9f,2025-10-18,Nivy Academy,5,0,Nivy_Academy/Offer_letter_outline_BDE__68f37a62.md
Sales compensation policy,68f3be7e-4854-8320-8dbe-e45600ea552c,2025-10-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Sales_compensation_policy__68f3be7e.md
Headphone light meaning,68f4d2a2-7bf0-8323-b0b1-34d206d6b83e,2025-10-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Headphone_light_meaning__68f4d2a2.md
Backup Notion data,68f55970-ff58-8322-9620-2faec6119f20,2025-10-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Backup_Notion_data__68f55970.md
Khali pet lehsun fayde,68f6e9d0-f100-8320-bbfc-18b07b2c4f7b,2025-10-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Khali_pet_lehsun_fayde__68f6e9d0.md
Tulsi mala me Om locket,68f7eeb7-7fb0-8324-afbb-7f832a10c035,2025-10-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Tulsi_mala_me_Om_locket__68f7eeb7.md
Update organization chart,68f8babb-1878-8324-96da-e381a45b43e5,2025-10-22,Nivy Global (Master Brand & HQ),5,2,Nivy_Global_Master_Brand_HQ/Update_organization_chart__68f8babb.md
Empty message clarification,68f8e2b0-db78-8323-b375-d87619e4a51e,2025-10-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Empty_message_clarification__68f8e2b0.md
Clarify invoice question,68f923a7-7398-8321-a612-f10e43cc484b,2025-10-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Clarify_invoice_question__68f923a7.md
